ENSG00000278198	ENST00000611619	ENSP00000482855
ENSG00000082701	ENST00000316626	ENSP00000324806
ENSG00000105219	ENST00000430325	ENSP00000396755
ENSG00000176261	ENST00000468695	ENSP00000417677
ENSG00000128944	ENST00000249776	ENSP00000249776
ENSG00000231213	ENST00000443512	ENSP00000390111
ENSG00000213853	ENST00000359543	ENSP00000352540
ENSG00000105516	ENST00000222122	ENSP00000222122
ENSG00000187664	ENST00000291481	ENSP00000291481
ENSG00000169884	ENST00000301061	ENSP00000301061
ENSG00000101825	ENST00000217939	ENSP00000217939
ENSG00000178202	ENST00000323468	ENSP00000315386
ENSG00000166016	ENST00000435224	ENSP00000410157
ENSG00000105419	ENST00000561293	ENSP00000453307
ENSG00000164270	ENST00000360693	ENSP00000353915
ENSG00000196141	ENST00000619961	ENSP00000482515
ENSG00000167850	ENST00000330793	ENSP00000329507
ENSG00000196743	ENST00000357164	ENSP00000349687
ENSG00000138032	ENST00000282412	ENSP00000282412
ENSG00000197381	ENST00000360697	ENSP00000353920
ENSG00000159388	ENST00000290551	ENSP00000290551
ENSG00000067208	ENST00000370331	ENSP00000359356
ENSG00000164649	ENST00000406877	ENSP00000383986
ENSG00000215041	ENST00000399464	ENSP00000382390
ENSG00000181072	ENST00000445907	ENSP00000399745
ENSG00000170374	ENST00000536324	ENSP00000443827
ENSG00000187764	ENST00000450295	ENSP00000416523
ENSG00000118518	ENST00000368314	ENSP00000357297
ENSG00000105887	ENST00000393085	ENSP00000376800
ENSG00000057704	ENST00000261226	ENSP00000261226
ENSG00000146374	ENST00000356698	ENSP00000349131
ENSG00000175550	ENST00000312515	ENSP00000307850
ENSG00000186994	ENST00000330915	ENSP00000328923
ENSG00000140153	ENST00000454394	ENSP00000406084
ENSG00000105523	ENST00000263266	ENSP00000263266
ENSG00000100146	ENST00000396884	ENSP00000380093
ENSG00000102195	ENST00000218316	ENSP00000218316
ENSG00000179526	ENST00000398712	ENSP00000381698
ENSG00000006327	ENST00000326577	ENSP00000326737
ENSG00000128294	ENST00000338754	ENSP00000339813
ENSG00000166908	ENST00000354947	ENSP00000347032
ENSG00000175592	ENST00000312562	ENSP00000310170
ENSG00000139515	ENST00000381033	ENSP00000370421
ENSG00000157765	ENST00000382051	ENSP00000371483
ENSG00000185133	ENST00000331075	ENSP00000333262
ENSG00000112739	ENST00000337659	ENSP00000337194
ENSG00000162194	ENST00000532208	ENSP00000436848
ENSG00000102230	ENST00000379144	ENSP00000368439
ENSG00000127124	ENST00000372583	ENSP00000361664
ENSG00000134262	ENST00000369569	ENSP00000358582
ENSG00000213417	ENST00000394015	ENSP00000377583
ENSG00000120159	ENST00000333916	ENSP00000369431
ENSG00000172059	ENST00000305883	ENSP00000307023
ENSG00000173253	ENST00000382251	ENSP00000371686
ENSG00000120094	ENST00000239174	ENSP00000355140
ENSG00000169174	ENST00000302118	ENSP00000303208
ENSG00000213445	ENST00000394224	ENSP00000377771
ENSG00000142208	ENST00000554581	ENSP00000451828
ENSG00000204889	ENST00000377755	ENSP00000366984
ENSG00000005206	ENST00000613503	ENSP00000478298
ENSG00000271503	ENST00000603197	ENSP00000474412
ENSG00000205057	ENST00000378487	ENSP00000367748
ENSG00000244754	ENST00000399396	ENSP00000382328
ENSG00000036448	ENST00000262113	ENSP00000262113
ENSG00000198700	ENST00000361565	ENSP00000354742
ENSG00000179008	ENST00000321731	ENSP00000324920
ENSG00000167757	ENST00000594768	ENSP00000473047
ENSG00000186352	ENST00000335174	ENSP00000335147
ENSG00000162511	ENST00000294507	ENSP00000294507
ENSG00000010256	ENST00000203407	ENSP00000203407
ENSG00000155265	ENST00000370602	ENSP00000359634
ENSG00000167881	ENST00000307877	ENSP00000312066
ENSG00000160282	ENST00000291670	ENSP00000291670
ENSG00000163389	ENST00000295588	ENSP00000295588
ENSG00000215012	ENST00000405640	ENSP00000384924
ENSG00000090372	ENST00000391910	ENSP00000375777
ENSG00000116833	ENST00000367362	ENSP00000356331
ENSG00000241837	ENST00000290299	ENSP00000290299
ENSG00000117013	ENST00000347132	ENSP00000262916
ENSG00000123472	ENST00000576409	ENSP00000460964
ENSG00000174010	ENST00000328046	ENSP00000332791
ENSG00000249967	ENST00000370649	ENSP00000359683
ENSG00000244414	ENST00000320493	ENSP00000314299
ENSG00000188620	ENST00000357878	ENSP00000350549
ENSG00000000971	ENST00000367429	ENSP00000356399
ENSG00000104129	ENST00000220496	ENSP00000220496
ENSG00000152217	ENST00000282030	ENSP00000282030
ENSG00000152785	ENST00000282701	ENSP00000282701
ENSG00000178567	ENST00000322716	ENSP00000406027
ENSG00000169375	ENST00000394947	ENSP00000378402
ENSG00000144962	ENST00000351008	ENSP00000341765
ENSG00000204542	ENST00000259870	ENSP00000259870
ENSG00000159733	ENST00000290974	ENSP00000290974
ENSG00000184394	ENST00000333629	ENSP00000332110
ENSG00000131370	ENST00000383791	ENSP00000373301
ENSG00000021300	ENST00000354190	ENSP00000346127
ENSG00000135577	ENST00000258042	ENSP00000258042
ENSG00000178531	ENST00000318978	ENSP00000313226
ENSG00000179046	ENST00000512729	ENSP00000422581
ENSG00000113645	ENST00000521089	ENSP00000427772
ENSG00000122420	ENST00000370757	ENSP00000359793
ENSG00000145088	ENST00000273668	ENSP00000273668
ENSG00000172086	ENST00000347055	ENSP00000340083
ENSG00000099953	ENST00000215743	ENSP00000215743
ENSG00000172340	ENST00000493112	ENSP00000419325
ENSG00000181449	ENST00000325404	ENSP00000323588
ENSG00000141756	ENST00000321562	ENSP00000317232
ENSG00000163376	ENST00000417314	ENSP00000401878
ENSG00000167604	ENST00000396901	ENSP00000380109
ENSG00000173320	ENST00000308497	ENSP00000311257
ENSG00000196678	ENST00000357967	ENSP00000350651
ENSG00000204271	ENST00000374919	ENSP00000364054
ENSG00000101310	ENST00000336714	ENSP00000338844
ENSG00000005187	ENST00000289416	ENSP00000289416
ENSG00000163820	ENST00000296137	ENSP00000296137
ENSG00000100813	ENST00000262710	ENSP00000262710
ENSG00000132792	ENST00000361383	ENSP00000355050
ENSG00000188610	ENST00000369390	ENSP00000358397
ENSG00000165406	ENST00000453424	ENSP00000411848
ENSG00000151577	ENST00000383673	ENSP00000373169
ENSG00000153179	ENST00000542104	ENSP00000443021
ENSG00000196209	ENST00000359801	ENSP00000352849
ENSG00000173889	ENST00000495893	ENSP00000420294
ENSG00000112773	ENST00000320172	ENSP00000318298
ENSG00000134249	ENST00000369400	ENSP00000358407
ENSG00000156414	ENST00000409874	ENSP00000387303
ENSG00000111046	ENST00000228641	ENSP00000228641
ENSG00000100012	ENST00000215812	ENSP00000215812
ENSG00000066422	ENST00000312938	ENSP00000326200
ENSG00000268870	ENST00000595562	ENSP00000471613
ENSG00000179256	ENST00000316048	ENSP00000381895
ENSG00000173875	ENST00000343325	ENSP00000342974
ENSG00000147164	ENST00000622277	ENSP00000481314
ENSG00000144152	ENST00000331203	ENSP00000331411
ENSG00000111341	ENST00000228938	ENSP00000228938
ENSG00000139645	ENST00000267116	ENSP00000267116
ENSG00000137709	ENST00000260264	ENSP00000260264
ENSG00000156009	ENST00000535454	ENSP00000438293
ENSG00000249709	ENST00000339282	ENSP00000340004
ENSG00000010219	ENST00000540757	ENSP00000441755
ENSG00000185947	ENST00000300870	ENSP00000300870
ENSG00000180855	ENST00000301547	ENSP00000301547
ENSG00000124508	ENST00000356709	ENSP00000349143
ENSG00000176749	ENST00000313401	ENSP00000318486
ENSG00000130227	ENST00000252512	ENSP00000252512
ENSG00000128276	ENST00000249007	ENSP00000249007
ENSG00000165698	ENST00000350499	ENSP00000298546
ENSG00000150593	ENST00000280154	ENSP00000280154
ENSG00000196826	ENST00000428311	ENSP00000404127
ENSG00000242852	ENST00000397732	ENSP00000380840
ENSG00000198719	ENST00000366756	ENSP00000355718
ENSG00000242173	ENST00000219409	ENSP00000219409
ENSG00000136152	ENST00000349995	ENSP00000258654
ENSG00000152763	ENST00000371026	ENSP00000360065
ENSG00000130414	ENST00000252711	ENSP00000252711
ENSG00000256574	ENST00000553795	ENSP00000451950
ENSG00000109452	ENST00000513000	ENSP00000425487
ENSG00000173226	ENST00000310864	ENSP00000311505
ENSG00000165695	ENST00000298545	ENSP00000298545
ENSG00000185009	ENST00000355264	ENSP00000347408
ENSG00000164076	ENST00000477224	ENSP00000419195
ENSG00000151849	ENST00000381884	ENSP00000371308
ENSG00000125409	ENST00000395930	ENSP00000379263
ENSG00000108924	ENST00000226067	ENSP00000226067
ENSG00000269881	ENST00000600536	ENSP00000471331
ENSG00000073282	ENST00000264731	ENSP00000264731
ENSG00000243955	ENST00000334575	ENSP00000335620
ENSG00000093009	ENST00000437685	ENSP00000405726
ENSG00000110274	ENST00000278935	ENSP00000278935
ENSG00000277761	ENST00000612243	ENSP00000479675
ENSG00000262621	ENST00000618352	ENSP00000477935
ENSG00000197930	ENST00000395686	ENSP00000379042
ENSG00000070718	ENST00000518421	ENSP00000428787
ENSG00000188694	ENST00000340345	ENSP00000339238
ENSG00000091164	ENST00000217515	ENSP00000217515
ENSG00000182985	ENST00000331581	ENSP00000329797
ENSG00000174796	ENST00000311638	ENSP00000309007
ENSG00000167601	ENST00000301178	ENSP00000301178
ENSG00000152128	ENST00000281924	ENSP00000281924
ENSG00000119471	ENST00000398805	ENSP00000381785
ENSG00000067225	ENST00000319622	ENSP00000320171
ENSG00000168916	ENST00000306315	ENSP00000307746
ENSG00000130340	ENST00000392185	ENSP00000376024
ENSG00000146066	ENST00000274787	ENSP00000274787
ENSG00000102034	ENST00000308167	ENSP00000311280
ENSG00000257743	ENST00000550469	ENSP00000447431
ENSG00000168539	ENST00000306960	ENSP00000306490
ENSG00000160818	ENST00000438976	ENSP00000396441
ENSG00000143556	ENST00000368723	ENSP00000357712
ENSG00000187862	ENST00000368236	ENSP00000357219
ENSG00000100216	ENST00000216034	ENSP00000216034
ENSG00000143546	ENST00000368733	ENSP00000357722
ENSG00000196449	ENST00000373044	ENSP00000362135
ENSG00000076248	ENST00000242576	ENSP00000242576
ENSG00000008056	ENST00000295987	ENSP00000295987
ENSG00000169154	ENST00000307599	ENSP00000303077
ENSG00000269533	ENST00000596400	ENSP00000472277
ENSG00000215853	ENST00000316073	ENSP00000317895
ENSG00000143536	ENST00000271835	ENSP00000271835
ENSG00000118292	ENST00000369102	ENSP00000358098
ENSG00000089022	ENST00000551404	ENSP00000449381
ENSG00000162763	ENST00000294818	ENSP00000294818
ENSG00000117362	ENST00000369109	ENSP00000358105
ENSG00000153234	ENST00000339562	ENSP00000344479
ENSG00000149201	ENST00000445632	ENSP00000415528
ENSG00000143171	ENST00000359842	ENSP00000352900
ENSG00000119314	ENST00000458258	ENSP00000414921
ENSG00000138798	ENST00000265171	ENSP00000265171
ENSG00000119760	ENST00000337768	ENSP00000336750
ENSG00000186579	ENST00000335186	ENSP00000335307
ENSG00000114120	ENST00000324194	ENSP00000320688
ENSG00000250565	ENST00000306448	ENSP00000304891
ENSG00000156876	ENST00000287482	ENSP00000287482
ENSG00000089280	ENST00000254108	ENSP00000254108
ENSG00000151892	ENST00000355422	ENSP00000347591
ENSG00000154678	ENST00000396193	ENSP00000379496
ENSG00000196611	ENST00000315274	ENSP00000322788
ENSG00000255398	ENST00000528880	ENSP00000436714
ENSG00000118689	ENST00000406360	ENSP00000385824
ENSG00000167513	ENST00000301019	ENSP00000301019
ENSG00000105127	ENST00000269701	ENSP00000269701
ENSG00000144035	ENST00000272425	ENSP00000272425
ENSG00000151240	ENST00000280886	ENSP00000280886
ENSG00000169188	ENST00000374987	ENSP00000364126
ENSG00000110851	ENST00000228437	ENSP00000228437
ENSG00000077713	ENST00000217909	ENSP00000217909
ENSG00000196263	ENST00000308031	ENSP00000309161
ENSG00000224940	ENST00000446477	ENSP00000415026
ENSG00000124466	ENST00000244333	ENSP00000244333
ENSG00000092445	ENST00000263798	ENSP00000263798
ENSG00000131126	ENST00000602198	ENSP00000472308
ENSG00000176153	ENST00000389614	ENSP00000374265
ENSG00000099822	ENST00000251287	ENSP00000251287
ENSG00000106344	ENST00000223073	ENSP00000223073
ENSG00000157703	ENST00000419765	ENSP00000405482
ENSG00000108239	ENST00000225235	ENSP00000225235
ENSG00000183696	ENST00000331803	ENSP00000330032
ENSG00000243709	ENST00000272134	ENSP00000272134
ENSG00000270276	ENST00000579512	ENSP00000462355
ENSG00000205517	ENST00000393423	ENSP00000377075
ENSG00000139178	ENST00000266542	ENSP00000266542
ENSG00000111249	ENST00000261726	ENSP00000261726
ENSG00000145384	ENST00000274024	ENSP00000274024
ENSG00000203814	ENST00000545683	ENSP00000445831
ENSG00000110446	ENST00000227880	ENSP00000227880
ENSG00000157873	ENST00000355716	ENSP00000347948
ENSG00000198951	ENST00000396398	ENSP00000379680
ENSG00000104889	ENST00000221486	ENSP00000221486
ENSG00000112116	ENST00000336123	ENSP00000337432
ENSG00000256229	ENST00000335117	ENSP00000335042
ENSG00000099866	ENST00000215637	ENSP00000215637
ENSG00000184389	ENST00000442999	ENSP00000475261
ENSG00000153283	ENST00000283285	ENSP00000283285
ENSG00000135679	ENST00000258149	ENSP00000258149
ENSG00000120727	ENST00000394795	ENSP00000378275
ENSG00000143393	ENST00000368875	ENSP00000357869
ENSG00000157514	ENST00000372383	ENSP00000361458
ENSG00000135905	ENST00000258390	ENSP00000258390
ENSG00000146005	ENST00000274710	ENSP00000274710
ENSG00000184557	ENST00000330871	ENSP00000330341
ENSG00000109736	ENST00000329687	ENSP00000332646
ENSG00000124587	ENST00000304611	ENSP00000303511
ENSG00000175556	ENST00000371628	ENSP00000360690
ENSG00000147789	ENST00000446747	ENSP00000393260
ENSG00000196660	ENST00000366926	ENSP00000355893
ENSG00000162627	ENST00000306121	ENSP00000304429
ENSG00000146540	ENST00000397098	ENSP00000380286
ENSG00000109265	ENST00000504228	ENSP00000423366
ENSG00000132434	ENST00000254770	ENSP00000254770
ENSG00000100911	ENST00000216802	ENSP00000216802
ENSG00000136378	ENST00000388820	ENSP00000373472
ENSG00000110975	ENST00000228567	ENSP00000228567
ENSG00000135625	ENST00000545030	ENSP00000445626
ENSG00000078618	ENST00000354831	ENSP00000346890
ENSG00000117000	ENST00000372771	ENSP00000361857
ENSG00000242221	ENST00000406487	ENSP00000385706
ENSG00000113719	ENST00000393784	ENSP00000377374
ENSG00000215372	ENST00000400156	ENSP00000383020
ENSG00000113494	ENST00000618457	ENSP00000482954
ENSG00000162415	ENST00000359600	ENSP00000352614
ENSG00000100941	ENST00000216832	ENSP00000216832
ENSG00000214087	ENST00000397498	ENSP00000380635
ENSG00000101198	ENST00000370316	ENSP00000359340
ENSG00000107789	ENST00000371996	ENSP00000361064
ENSG00000205323	ENST00000336133	ENSP00000337632
ENSG00000157911	ENST00000288774	ENSP00000288774
ENSG00000258405	ENST00000421239	ENSP00000459216
ENSG00000136527	ENST00000453386	ENSP00000416959
ENSG00000185527	ENST00000331056	ENSP00000328412
ENSG00000124562	ENST00000244520	ENSP00000244520
ENSG00000075213	ENST00000265362	ENSP00000265362
ENSG00000126091	ENST00000262915	ENSP00000262915
ENSG00000196437	ENST00000316950	ENSP00000325018
ENSG00000135404	ENST00000549117	ENSP00000447730
ENSG00000108106	ENST00000264552	ENSP00000264552
ENSG00000107731	ENST00000335350	ENSP00000334329
ENSG00000174606	ENST00000366962	ENSP00000355929
ENSG00000166228	ENST00000299299	ENSP00000299299
ENSG00000240563	ENST00000498273	ENSP00000419901
ENSG00000187969	ENST00000339534	ENSP00000345633
ENSG00000102316	ENST00000375068	ENSP00000364209
ENSG00000143494	ENST00000517399	ENSP00000428324
ENSG00000124467	ENST00000306511	ENSP00000305005
ENSG00000117697	ENST00000366977	ENSP00000355944
ENSG00000089639	ENST00000203556	ENSP00000203556
ENSG00000187527	ENST00000342358	ENSP00000341942
ENSG00000149658	ENST00000370339	ENSP00000359364
ENSG00000188393	ENST00000455827	ENSP00000396163
ENSG00000177302	ENST00000542570	ENSP00000442336
ENSG00000160801	ENST00000313049	ENSP00000321999
ENSG00000135655	ENST00000280377	ENSP00000280377
ENSG00000170835	ENST00000372080	ENSP00000361151
ENSG00000130119	ENST00000336470	ENSP00000338573
ENSG00000214787	ENST00000398986	ENSP00000381956
ENSG00000181291	ENST00000321639	ENSP00000316532
ENSG00000168569	ENST00000307366	ENSP00000303987
ENSG00000212127	ENST00000537503	ENSP00000441949
ENSG00000255298	ENST00000524943	ENSP00000477014
ENSG00000205327	ENST00000548615	ENSP00000448811
ENSG00000166152	ENST00000299191	ENSP00000299191
ENSG00000137251	ENST00000259782	ENSP00000259782
ENSG00000162585	ENST00000400919	ENSP00000383710
ENSG00000204611	ENST00000600228	ENSP00000471000
ENSG00000176435	ENST00000342213	ENSP00000353013
ENSG00000172915	ENST00000400445	ENSP00000383295
ENSG00000173681	ENST00000379687	ENSP00000369009
ENSG00000197153	ENST00000359303	ENSP00000352252
ENSG00000278677	ENST00000359611	ENSP00000352627
ENSG00000185022	ENST00000338483	ENSP00000345393
ENSG00000166426	ENST00000299529	ENSP00000299529
ENSG00000161847	ENST00000293677	ENSP00000293677
ENSG00000174951	ENST00000310160	ENSP00000312021
ENSG00000099991	ENST00000398319	ENSP00000381364
ENSG00000135930	ENST00000258416	ENSP00000258416
ENSG00000136274	ENST00000490531	ENSP00000420477
ENSG00000196811	ENST00000389494	ENSP00000374145
ENSG00000138668	ENST00000313899	ENSP00000313199
ENSG00000099399	ENST00000378988	ENSP00000368273
ENSG00000124839	ENST00000264601	ENSP00000264601
ENSG00000277972	ENST00000613478	ENSP00000483781
ENSG00000067334	ENST00000436063	ENSP00000411010
ENSG00000198561	ENST00000399050	ENSP00000382004
ENSG00000163374	ENST00000368339	ENSP00000357323
ENSG00000235034	ENST00000425202	ENSP00000417035
ENSG00000229183	ENST00000378149	ENSP00000367391
ENSG00000123411	ENST00000262032	ENSP00000262032
ENSG00000141314	ENST00000269051	ENSP00000269051
ENSG00000140107	ENST00000361529	ENSP00000354886
ENSG00000039319	ENST00000338008	ENSP00000337159
ENSG00000100647	ENST00000342745	ENSP00000344424
ENSG00000177476	ENST00000320002	ENSP00000326301
ENSG00000166863	ENST00000615887	ENSP00000483110
ENSG00000132855	ENST00000371129	ENSP00000360170
ENSG00000167384	ENST00000221327	ENSP00000221327
ENSG00000066294	ENST00000311224	ENSP00000312367
ENSG00000184967	ENST00000330579	ENSP00000328854
ENSG00000121297	ENST00000240587	ENSP00000240587
ENSG00000119636	ENST00000394009	ENSP00000377577
ENSG00000131187	ENST00000253496	ENSP00000253496
ENSG00000055483	ENST00000542802	ENSP00000441214
ENSG00000152409	ENST00000396137	ENSP00000379441
ENSG00000254685	ENST00000370898	ENSP00000359935
ENSG00000169085	ENST00000305454	ENSP00000302260
ENSG00000213886	ENST00000377050	ENSP00000366249
ENSG00000163239	ENST00000368480	ENSP00000357465
ENSG00000204396	ENST00000375688	ENSP00000364840
ENSG00000176834	ENST00000359236	ENSP00000352172
ENSG00000113119	ENST00000252100	ENSP00000252100
ENSG00000163661	ENST00000295927	ENSP00000295927
ENSG00000171462	ENST00000357338	ENSP00000349893
ENSG00000018625	ENST00000361216	ENSP00000354490
ENSG00000168418	ENST00000308251	ENSP00000312129
ENSG00000185414	ENST00000338148	ENSP00000338057
ENSG00000135541	ENST00000367800	ENSP00000356774
ENSG00000139436	ENST00000355312	ENSP00000347464
ENSG00000112365	ENST00000230122	ENSP00000230122
ENSG00000006128	ENST00000319273	ENSP00000321106
ENSG00000152904	ENST00000282841	ENSP00000282841
ENSG00000118454	ENST00000370944	ENSP00000359982
ENSG00000081760	ENST00000316519	ENSP00000324842
ENSG00000120438	ENST00000321394	ENSP00000317334
ENSG00000136238	ENST00000356142	ENSP00000348461
ENSG00000146215	ENST00000372569	ENSP00000361650
